objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,ships,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,,Código de referencia ,Título,Fecha inicial,Fecha final,Nivel de descripción,Volumen y soporte ,Nombre de los productores.,Historia institucional,Historia archivística,Forma de ingreso,Alcance y contenido,Lugares,Palabras clave,Embarcaciones,Condiciones de acceso,Lengua,Características físicas,Existencia y localización de los originales,Nombre del archivista,Normas de descripción,Fecha de la descripción
agn_sr_gym_377_332_359,agn_sr_gym_377_332_359,,,Testimonio del expediente obrado para la condena de la fragata española nombrada Nuestra Señora de la Asunción o la vigarrena presa por el corsario particular Goleta General Santander. ,,21/03/1825,"Testimonio del expediente obrado para la condena de la Fragata española nombrada Nuestra Señora de la Asunción o la Vigarrena presa por el corsario particular Goleta General Santander. El juicio estuvo precedido por el comandante principal del Segundo Departamento de Marina Felipe Esteves con asistencia del escribano interino del ramo. Se registran los siguientes documentos: real pasaporte de navegación mercantil para los puertos de Indias expedido por el comandante de marina de Cádiz, contraseña de moros, rold de equipaje, registro del cargamento, el cual contiene 28 pólizas, dos declaraciones por parte del capitán Manuel Rodríguez al momento de ser apresado, patente de corso.
Contiene adjunta una contraseña de moros para la fragata española Magdalena, alias Dos Amantes, y la habilitación de la Asunción. Se registran tanto los nombres, edad, parentesco, procedencia y oficios de la tripulación a bordo como sus responsabilidades y las del capitán como la asistencia, carga, descarga, aguada, recorrida, navegación etc., y las penas por el incumplimiento por alguna de ellas. Asimismo, se evidencia lo que debía hacerse en caso de que se presentasen pleitos durante la navegación de acuerdo a las reales cedulas y las ordenanzas de armada. 
","Embarcaciones
Comercio
Relaciones exteriores, Corso, Reales cedulas, Ordenanzas de armada","Fragata española Nuestra Señora de la Asunción o la Vigarrena, Goleta General Santander, Fragata española la Magdalena, alias Dos Amigos. ","Cádiz, España; Habana, Cuba; Puerto Cabello, Venezuela",,,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 332-359",AGN_SR_GYM_377_332_359,,application/pdf,,,,pdf,/objects/agn_sr_gym_377_332_359.pdf,,,agn_sr_gym_377_332_359,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 332-359",Testimonio del expediente obrado para la condena de la fragata española nombrada Nuestra Señora de la Asunción o la vigarrena presa por el corsario particular Goleta General Santander. ,21/03/1825,30/03/1825,Unidad documental compuesta ,56 folios en pdf,,,,,"Testimonio del expediente obrado para la condena de la Fragata española nombrada Nuestra Señora de la Asunción o la Vigarrena presa por el corsario particular Goleta General Santander. El juicio estuvo precedido por el comandante principal del Segundo Departamento de Marina Felipe Esteves con asistencia del escribano interino del ramo. Se registran los siguientes documentos: real pasaporte de navegación mercantil para los puertos de Indias expedido por el comandante de marina de Cádiz, contraseña de moros, rold de equipaje, registro del cargamento, el cual contiene 28 pólizas, dos declaraciones por parte del capitán Manuel Rodríguez al momento de ser apresado, patente de corso.
Contiene adjunta una contraseña de moros para la fragata española Magdalena, alias Dos Amantes, y la habilitación de la Asunción. Se registran tanto los nombres, edad, parentesco, procedencia y oficios de la tripulación a bordo como sus responsabilidades y las del capitán como la asistencia, carga, descarga, aguada, recorrida, navegación etc., y las penas por el incumplimiento por alguna de ellas. Asimismo, se evidencia lo que debía hacerse en caso de que se presentasen pleitos durante la navegación de acuerdo a las reales cedulas y las ordenanzas de armada. 
","Cádiz, España; Habana, Cuba; Puerto Cabello, Venezuela","Embarcaciones
Comercio
Relaciones exteriores, Corso, Reales cedulas, Ordenanzas de armada","Fragata española Nuestra Señora de la Asunción o la Vigarrena, Goleta General Santander, Fragata española la Magdalena, alias Dos Amigos. ",,Español,,Archivo General de la Nación de Colombia,meliza Pinzón,ISAG (G),28/10/23
agn_sr_gym_377_413_431,agn_sr_gym_377_413_431,,,"Testimonio del expediente de condena del Bergantín español nombrado Nuestra Señora de Vila (alias Inocente), presa del corsario particular Bergantín Vencedor.",,25/06/1825,"Testimonio del expediente de condena del Bergantín español nombrado Nuestra Señora de Vila (alias Inocente), presa del corsario particular Bergantín Vencedor. El juicio estuvo precedido por el comandante principal del Segundo Departamento de Marina Felipe Esteves con asistencia del escribano interino del ramo. Se registran los siguientes documentos: real pasaporte de navegación mercantil para los mares de Europa expedido por el comandante militar de marina de la provincia de Villagarcía, pase del mediterráneo, licencia, certificación de la junta de sanidad, registro del cargamento, el cual contiene siete pólizas en donde se especifican los individuos a los que les pertenece la mercancía, nueve conocimientos, contrata de fletamento entre Eugenio de Iribarren como apoderado de Juan Josea Rana del comercio de la Coruña asentista de real hacienda para la transportación de sales a la provincia de Galicia y el capitán del bergantín, licencia concedida por el administrador de fábricas y cargadas de salinas de Cádiz, otro conocimiento, declaración del capitán al momento del apresamiento, una comunicación dirigida a la comandancia de marina del segundo departamento de marina. 
La embarcación tenía como destino varios puertos españoles y llevaba pasajeros con sus respectivos pasaportes. Contiene información sobre los fletes o derechos que se pagaron por las mercancías, así como la procedencia de algunas de ellas y el tratamiento que se les dio al interior de la embarcación. 
","Embarcaciones
Comercio
Relaciones exteriores, Corso","Bergantín español Nuestra Señora de Vila (alias Inocente), Bergantín Vencedor.","Villagarcía, Cádiz, Galicia (España), Puerto Cabello (Venezuela)",,,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 413-431",AGN_SR_GYM_377_413_431,,application/pdf,,,,pdf,/objects/agn_sr_gym_377_413_431.pdf,,,agn_sr_gym_377_413_431,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 413-431","Testimonio del expediente de condena del Bergantín español nombrado Nuestra Señora de Vila (alias Inocente), presa del corsario particular Bergantín Vencedor.",25/06/1825,12/08/1825,Unidad documental compuesta ,41 folios en pdf,,,,,"Testimonio del expediente de condena del Bergantín español nombrado Nuestra Señora de Vila (alias Inocente), presa del corsario particular Bergantín Vencedor. El juicio estuvo precedido por el comandante principal del Segundo Departamento de Marina Felipe Esteves con asistencia del escribano interino del ramo. Se registran los siguientes documentos: real pasaporte de navegación mercantil para los mares de Europa expedido por el comandante militar de marina de la provincia de Villagarcía, pase del mediterráneo, licencia, certificación de la junta de sanidad, registro del cargamento, el cual contiene siete pólizas en donde se especifican los individuos a los que les pertenece la mercancía, nueve conocimientos, contrata de fletamento entre Eugenio de Iribarren como apoderado de Juan Josea Rana del comercio de la Coruña asentista de real hacienda para la transportación de sales a la provincia de Galicia y el capitán del bergantín, licencia concedida por el administrador de fábricas y cargadas de salinas de Cádiz, otro conocimiento, declaración del capitán al momento del apresamiento, una comunicación dirigida a la comandancia de marina del segundo departamento de marina. 
La embarcación tenía como destino varios puertos españoles y llevaba pasajeros con sus respectivos pasaportes. Contiene información sobre los fletes o derechos que se pagaron por las mercancías, así como la procedencia de algunas de ellas y el tratamiento que se les dio al interior de la embarcación. 
","Villagarcía, Cádiz, Galicia (España), Puerto Cabello (Venezuela)","Embarcaciones
Comercio
Relaciones exteriores, Corso","Bergantín español Nuestra Señora de Vila (alias Inocente), Bergantín Vencedor.",,Español,,Archivo General de la Nación de Colombia,meliza Pinzón,ISAG (G),28/10/23
agn_sr_gym_377_432_459,agn_sr_gym_377_432_459,,,Testimonio del expediente formado sobre el apresamiento del Bergantín español nombrado la Diana,,22/08/1825,"Testimonio del expediente formado sobre el apresamiento del Bergantín español nombrado la Diana por el corsario particular Bergantín el Águila. Se registra el proceso de solicitudes que realizo el cabo de presa de la Diana (Guillermo Neal) sobre el reconocimiento de la embarcación en villa de la Guaira dada su imposibilidad de dirigirse a Puerto Cabello como consecuencia de un temporal que había experimentado en alta mar provocando múltiples averías a la embarcación. 
Contiene los siguientes documentos: real pasaporte de navegación mercantil para los mares de Europa, certificación de la Junta de Sanidad, licencia y rold de equipaje, contrata de fletamento, registro que incluye tres pólizas oficio de la aduana de Marón, patente de corso. 
Contiene una lista con los nombres y clases de la tripulación a bordo con sus respectivos domicilios y salarios, así como también información de los remitentes, clase y cantidades de las cargas y derechos que pagaron por la mercancía. Por otra parte, contiene las observaciones de vigilancia de buena policía al interior de las embarcaciones. El juicio de presa se llevo a cabo en Caracas y se remitió al comandante general directo de los departamentos de la guerra de Venezuela.
","Embarcaciones
Comercio
Relaciones exteriores, Corso","Bergantín español la Diana, Bergantín el Águila.","Mahón, Coruña (España), Puerto Cabello, Guaira, Caracas (Venezuela)",,,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 432-459",AGN_SR_GYM_377_432_459,,application/pdf,,,,pdf,/objects/agn_sr_gym_377_432_459.pdf,,,agn_sr_gym_377_432_459,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 432-459",Testimonio del expediente formado sobre el apresamiento del Bergantín español nombrado la Diana,22/08/1825,06/09/1825,Unidad documental compuesta ,55 folios en pdf,,,,,"Testimonio del expediente formado sobre el apresamiento del Bergantín español nombrado la Diana por el corsario particular Bergantín el Águila. Se registra el proceso de solicitudes que realizo el cabo de presa de la Diana (Guillermo Neal) sobre el reconocimiento de la embarcación en villa de la Guaira dada su imposibilidad de dirigirse a Puerto Cabello como consecuencia de un temporal que había experimentado en alta mar provocando múltiples averías a la embarcación. 
Contiene los siguientes documentos: real pasaporte de navegación mercantil para los mares de Europa, certificación de la Junta de Sanidad, licencia y rold de equipaje, contrata de fletamento, registro que incluye tres pólizas oficio de la aduana de Marón, patente de corso. 
Contiene una lista con los nombres y clases de la tripulación a bordo con sus respectivos domicilios y salarios, así como también información de los remitentes, clase y cantidades de las cargas y derechos que pagaron por la mercancía. Por otra parte, contiene las observaciones de vigilancia de buena policía al interior de las embarcaciones. El juicio de presa se llevo a cabo en Caracas y se remitió al comandante general directo de los departamentos de la guerra de Venezuela.
","Mahón, Coruña (España), Puerto Cabello, Guaira, Caracas (Venezuela)","Embarcaciones
Comercio
Relaciones exteriores, Corso","Bergantín español la Diana, Bergantín el Águila.",,Español,,Archivo General de la Nación de Colombia,Meliza Pinzón,ISAG (G),30/10/23
agn_sr_gym_377_470_488,agn_sr_gym_377_470_488,,,Testimonio del expediente de condena del jabeque español Dos Amigos presa del bergantín Vencedor,,15/05/1824,"Testimonio del expediente de condena del jabeque español Dos Amigos presa del bergantín Vencedor presidido por el juez del segundo departamento de marina Felipe Estevez con asistencia del escribano interino del ramo. Se presentan los siguientes documentos: Real pasaporte de navegación mercantil del departamento marítimo de Cádiz, contraseña de moros, licencia de navegación, lista de tripulación, ruta de navegación y registro de cargas, declaración del capitán Juan Antonio Escobar sobre las mercancías que transportaban, patente de corso dada a Juan D. Daniel dueño del Bergantín El Vencedor, juicio y condena.","Embarcaciones
Comercio
Relaciones exteriores, Corso","Jabeque español Dos Amigos, Bergantin El Vencedor","Cadiz, España
Puerto Cabello, Venezuela",,,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 470-488",AGN_SR_GYM_377_470_488,,application/pdf,,,,pdf,/objects/agn_sr_gym_377_470_488.pdf,,,agn_sr_gym_377_470_488,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 470-488",Testimonio del expediente de condena del jabeque español Dos Amigos presa del bergantín Vencedor,15/05/1824,25/11/1825,Unidad documental compuesta,43 folios en pdf,,,,,"Testimonio del expediente de condena del jabeque español Dos Amigos presa del bergantín Vencedor presidido por el juez del segundo departamento de marina Felipe Estevez con asistencia del escribano interino del ramo. Se presentan los siguientes documentos: Real pasaporte de navegación mercantil del departamento marítimo de Cádiz, contraseña de moros, licencia de navegación, lista de tripulación, ruta de navegación y registro de cargas, declaración del capitán Juan Antonio Escobar sobre las mercancías que transportaban, patente de corso dada a Juan D. Daniel dueño del Bergantín El Vencedor, juicio y condena.","Cadiz, España
Puerto Cabello, Venezuela","Embarcaciones
Comercio
Relaciones exteriores, Corso","Jabeque español Dos Amigos, Bergantin El Vencedor",,Español,,Archivo General de la Nación de Colombia,Juan Diego Suarez Meza,ISAG (G),30/10/2022
agn_sr_gym_377_460_469,agn_sr_gym_377_460_469,,,Testimonio del expediente de condena del lugre español Nuestra Señora del Carmen apresada por el Bergantín El Vencedor ,,17/03/1825,"Testimonio del expediente de condena del lugre español nuestra señora del Carmen  presa del bergantín El Vencedor presidido por el juez del segundo departamento de marina Felipe Estevez con asistencia del escribano interino del ramo. Se presentan los siguientes documentos: Real pasaporte de navegación mercantil de la provincia del ferrol,  contraseña, licencia de navegación, rol de la tripulación, Certificado de sanidad, registro de cargas, guías de ruta, patente de Corso dada a Juan D. Daniel dueño del  Bergantín El Vencedor, juicio y condena
Contine informacion sobre las capacidades y mercancias, asi como de las rutas trasnsitadas por el lugre nuestra señora del carmen.
","Embarcaciones
Comercio
Relaciones exteriores, Corso","lugre español nuestra señora del Carmen, Bergantin El Vencedor","Ferrol, España
Puerto Cabello, España",,,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 460-469",AGN_SR_GYM_377_460_469,,application/pdf,,,,pdf,/objects/agn_sr_gym_377_460_469.pdf,,,agn_sr_gym_377_460_469,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 460-469",Testimonio del expediente de condena del lugre español Nuestra Señora del Carmen apresada por el Bergantín El Vencedor ,17/03/1825,11/08/1825,Unidad documental compuesta,28 folios en pdf,,,,,"Testimonio del expediente de condena del lugre español nuestra señora del Carmen  presa del bergantín El Vencedor presidido por el juez del segundo departamento de marina Felipe Estevez con asistencia del escribano interino del ramo. Se presentan los siguientes documentos: Real pasaporte de navegación mercantil de la provincia del ferrol,  contraseña, licencia de navegación, rol de la tripulación, Certificado de sanidad, registro de cargas, guías de ruta, patente de Corso dada a Juan D. Daniel dueño del  Bergantín El Vencedor, juicio y condena
Contine informacion sobre las capacidades y mercancias, asi como de las rutas trasnsitadas por el lugre nuestra señora del carmen.
","Ferrol, España
Puerto Cabello, España","Embarcaciones
Comercio
Relaciones exteriores, Corso","lugre español nuestra señora del Carmen, Bergantin El Vencedor",,Español,,Archivo General de la Nación de Colombia,Juan Diego Suarez Meza,ISAG (G),31/10/2022
agn_sr_gym_377_489_497,agn_sr_gym_377_489_497,,,"Testimonio del expediente de condena del londro español Virgen del Carmen apresada por el Bergantín El Vencedor ",,10/12/1824,"Testimonio del expediente de condena del londro español Virgen del Carmen presa del bergantín El Vencedor presidido por el juez del segundo departamento de marina Felipe Estevez con asistencia del escribano interino del ramo. Se presentan los siguientes documentos: Real pasaporte de navegación de la provincia de Mataró, contraseña de moros, certificado de sanidad, testimonio de escribania sobre la adquisición del Londro Virgen del Carmen, declaración del capitán Francisco Macia sobre su ruta y mercancías que transportaba, patente de Corso dada a Juan D. Daniel dueño del  Bergantín El Vencedor, juicio y condena
Contine informacion sobre las capacidades, mercancias y el proceso de adquisicion del londro Virgen del Carmen   y su aplicacion en la sentencia final ejecutada","Embarcaciones
Comercio
Relaciones exteriores, Corso","Petarca española Bergantin londro Virgen del Carmen, Bergantin El Vencedor","Mataró, España
Puerto Cabello, Venezuela
Cadiz, España",,,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 489-497",AGN_SR_GYM_377_489_497,,application/pdf,,,,pdf,/objects/agn_sr_gym_377_489_497.pdf,,,agn_sr_gym_377_489_497,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 489-497","Testimonio del expediente de condena del londro español Virgen del Carmen apresada por el Bergantín El Vencedor ",10/12/1824,02/11/1825,Unidad documental compuesta,20 folios en pdf,,,,,"Testimonio del expediente de condena del londro español Virgen del Carmen presa del bergantín El Vencedor presidido por el juez del segundo departamento de marina Felipe Estevez con asistencia del escribano interino del ramo. Se presentan los siguientes documentos: Real pasaporte de navegación de la provincia de Mataró, contraseña de moros, certificado de sanidad, testimonio de escribania sobre la adquisición del Londro Virgen del Carmen, declaración del capitán Francisco Macia sobre su ruta y mercancías que transportaba, patente de Corso dada a Juan D. Daniel dueño del  Bergantín El Vencedor, juicio y condena
Contine informacion sobre las capacidades, mercancias y el proceso de adquisicion del londro Virgen del Carmen   y su aplicacion en la sentencia final ejecutada","Mataró, España
Puerto Cabello, Venezuela
Cadiz, España","Embarcaciones
Comercio
Relaciones exteriores, Corso","Petarca española Bergantin londro Virgen del Carmen, Bergantin El Vencedor",,Español,,Archivo General de la Nación de Colombia,Juan Diego Suarez Meza,ISAG (G),31/10/2022
agn_sr_gym_393_480_488,agn_sr_gym_393_480_488,,,"Índice de las comunicaciones de la comandancia general del istmo de Panamá al secretario de estado y despacho de marina
",,20/01/1826,"Índice de las comunicaciones de la comandancia general del istmo de Panamá al secretario de estado y despacho de marina. Este contiene 3 descripciones, algunas, con sus respectivas comunicaciones adjuntas.
Los documentos en orden son: 1. Comunicación sobre la remisión de instrumentos matemáticos a Guayaquil para la escuela náutica (sin adjunto), 2. Comunicación sobre la destinación de un buque de guerra y sus transportes al puerto de Panamá debido a la cada vez mayor presencia de tropas españolas en la Habana (con adjunto) y 3. Comunicación sobre la llegada del coronel Ibarra en un, al parecer, corsario particular. (con adjunto)
","Buques, Corso, Comandancia de Mariana, Comunicaciones",,"Bogotá, Colombia
Ciudad de Panama, Panamá",,,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 393, 480-488",AGN_SR_GYM_377_489_497,,application/pdf,,,,pdf,/objects/agn_sr_gym_393_480_488.pdf,,,agn_sr_gym_377_489_497,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 393, 489-497","Índice de las comunicaciones de la comandancia general del istmo de Panamá al secretario de estado y despacho de marina
",20/01/1826,16/09/1826,Unidad documental compuesta,8 folios en pdf,,,,,"Índice de las comunicaciones de la comandancia general del istmo de Panamá al secretario de estado y despacho de marina. Este contiene 3 descripciones, algunas, con sus respectivas comunicaciones adjuntas.
Los documentos en orden son: 1. Comunicación sobre la remisión de instrumentos matemáticos a Guayaquil para la escuela náutica (sin adjunto), 2. Comunicación sobre la destinación de un buque de guerra y sus transportes al puerto de Panamá debido a la cada vez mayor presencia de tropas españolas en la Habana (con adjunto) y 3. Comunicación sobre la llegada del coronel Ibarra en un, al parecer, corsario particular. (con adjunto)
","Bogotá, Colombia
Ciudad de Panama, Panamá","Buques, Corso, Comandancia de Mariana, Comunicaciones",,,Español,,Archivo General de la Nación de Colombia,Juan Diego Suarez Meza,ISAG (G),01/11/2022
agn_sr_gym_362_700_728,agn_sr_gym_362_700_728,,,Expediente de condena de la goleta Pastora apresada por el corsario particular goleta Adolfo,,06/07/1825,"Expediente de condena de la goleta Pastora, fabricada en Puerto Rico y perteneciente a Juan Novera, apresada por el corsario particular goleta Adolfo después de su casi naufragio en las cercanías de Curazao.
Contiene los siguientes documentos: Originales en Danes e inglés de Permiso de navegación bajo la bandera danesa dada por el gobernador de las indias occidentales danesas, factura de venta de la goleta Pastora en Saint Thomas y  Diario de Navegación de la presa desde la isla de Culebra hasta Puerto Cabello, acompañados de su traducción, informe de presa, declaración del capitán de la Goleta Pastora; Juan Novera, declaración del Marinero Juan Jose Gomez,  declaración del Marinero Francisco José, declaración del Marinero Nicolas Gorge por su pasaje, declaración del señor Biachi, informe del proceso seguido en Curazao, hoja de enlistamiento de Jewelt Allen, patente de corso dada al dueño Antonio G. Lion de la Goleta Adolfo y condena.","Corso, Comercio, Averia, Relaciones exteriores","goleta Pastora, goleta Adolfo","Isla de Culebra, Puerto rico
Curazao, Curazao
Saint Thomas, Islas Virgenes
Pueto Cabello, Venezuela",,,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 362, 700-728",AGN_SR_GYM_362_700_728,,application/pdf,,,,pdf,/objects/agn_sr_gym_362_700_728.pdf,,,agn_sr_gym_362_700_728,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 362, 700-728",Expediente de condena de la goleta Pastora apresada por el corsario particular goleta Adolfo,06/07/1825,02/12/1825,Unidad documental compuesta,39 folios en pdf,,,,,"Expediente de condena de la goleta Pastora, fabricada en Puerto Rico y perteneciente a Juan Novera, apresada por el corsario particular goleta Adolfo después de su casi naufragio en las cercanías de Curazao.
Contiene los siguientes documentos: Originales en Danes e inglés de Permiso de navegación bajo la bandera danesa dada por el gobernador de las indias occidentales danesas, factura de venta de la goleta Pastora en Saint Thomas y  Diario de Navegación de la presa desde la isla de Culebra hasta Puerto Cabello, acompañados de su traducción, informe de presa, declaración del capitán de la Goleta Pastora; Juan Novera, declaración del Marinero Juan Jose Gomez,  declaración del Marinero Francisco José, declaración del Marinero Nicolas Gorge por su pasaje, declaración del señor Biachi, informe del proceso seguido en Curazao, hoja de enlistamiento de Jewelt Allen, patente de corso dada al dueño Antonio G. Lion de la Goleta Adolfo y condena.","Isla de Culebra, Puerto rico
Curazao, Curazao
Saint Thomas, Islas Virgenes
Pueto Cabello, Venezuela","Corso, Comercio, Averia, Relaciones exteriores","goleta Pastora, goleta Adolfo",,Español,,Archivo General de la Nación de Colombia,Juan Diego Suarez Meza,ISAG (G),01/11/2022
agn_sr_gym_377_374_387,agn_sr_gym_377_374_387,,,Testimonio del expediente de la condena del pailebot español Pedro Alcantara presa del corsario particular goleta Centella,,01/12/1824,"Testimonio del expediente de la condena del pailebot español Pedro Alcantara presa del corsario particular goleta Centella presidido por el juez del segundo departamento de marina Felipe Estevez con asistencia del escribano público por falta del de Marina. Se presentan los siguientes documentos: Real pasaporte de navegación mercantil de la provincia de La Habana, contraseña de moros, Certificado de sanidad,registro de cargas, lista de tripulantes y pasajeros, patente de Corso, juicio y condena.","Embarcaciones
Comercio
Relaciones exteriores, Corso","Bergantin la estrella (Alias ""diamante""), pailebot español Pedro Alcantara, Goleta Centella","La habana, Cuba
Puerto Cabello, Venezuela",,,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 374-387",AGN_SR_GYM_377_374_387,,application/pdf,,,,pdf,/objects/agn_sr_gym_377_374_387.pdf,,,agn_sr_gym_377_374_387,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 374-387",Testimonio del expediente de la condena del pailebot español Pedro Alcantara presa del corsario particular goleta Centella,01/12/1824,18/03/1825,Unidad documental compuesta,39 folios en pdf,,,,,"Testimonio del expediente de la condena del pailebot español Pedro Alcantara presa del corsario particular goleta Centella presidido por el juez del segundo departamento de marina Felipe Estevez con asistencia del escribano público por falta del de Marina. Se presentan los siguientes documentos: Real pasaporte de navegación mercantil de la provincia de La Habana, contraseña de moros, Certificado de sanidad,registro de cargas, lista de tripulantes y pasajeros, patente de Corso, juicio y condena.","La habana, Cuba
Puerto Cabello, Venezuela","Embarcaciones
Comercio
Relaciones exteriores, Corso","Bergantin la estrella (Alias ""diamante""), pailebot español Pedro Alcantara, Goleta Centella",,Español,,Archivo General de la Nación de Colombia,Juan Diego Suarez Meza,ISAG (G),01/11/2022
agn_sr_gym_377_234_270,agn_sr_gym_377_234_270,,,Testimonio del expediente de condena de la goleta presa española titulada Mostacilla (alias caballo blanco) por el corsario particular goleta Represalia.,,18/04/1825,"Testimonio del expediente de condena de la goleta presa española titulada Mostacilla (alias caballo blanco) por el corsario particular goleta Represalia presidido por el juez del segundo departamento de marina Felipe Estevez con asistencia del escribano interino del ramo.
Contiene en orden los siguientes documentos: oficio sobre la imposibilidad de llegar a la comandancia de marina por mal estado del buque presa, oficio sobre el estado exterior de la goleta Mostacilla, oficio sobre el estado exterior de la goleta Mostacilla, oficio y permiso sobre la descarga de la goleta Mostacilla, inventario de cargas, licencia de navegación, Patente de corso dada a Enrique Peñarol Van Balen,  Oficio del juez del segundo departamento de marina sobre que, debido al mal estado de la embarcación, se envien tres personas de la tripulación para el juicio en Puerto Cabello, Fielatos de menudencia encargados por la administración de rentas de La Habana a Manuel Bravo, declaración del cabo de presa, declaración de Juan Allier Hull y Francisco Perez tripulantes de la goleta Mostacilla, juicio y sentencia dados en Maracaibo, carta y respuesta al comandante particular de marina sobre apurar la venta de la goleta Mostacilla y su mercancía debido al penoso estado en que se encuentran, el mal tiempo y la necesidad de llenar las arcas públicas, anotación sobre el envio del tabaco a la pertinente renta, oficios del reconocimiento de mercancías apresadas, oficio de reconocimiento de la goleta Mostacilla, cartas y oficios acerca del llamando la atencion sobre la decision de enviar los efectos de tabaco a la pertinente renta de Felipe Casanova contestatario de la goleta Mostacilla al comandante particular de marina y juicio y sentencia dados en Puerto Cabello
El documento muestra el proceso de abordaje y apresamiento de un corsario, las rutas que seguía la goleta Mostacilla y las respuestas a adversidades administrativas y materiales de cara a los juicios.","Embarcaciones
Comercio
Relaciones exteriores, Corso","goleta Mostacilla
goleta Represalia","Maracaibo, Venezuela
Puerto Cabello, Venezuela        ",,,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 234-270",AGN_SR_GYM_377_234_270,,application/pdf,,,,pdf,/objects/agn_sr_gym_377_234_270.pdf,,,agn_sr_gym_377_234_270,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 377, 234-270",Testimonio del expediente de condena de la goleta presa española titulada Mostacilla (alias caballo blanco) por el corsario particular goleta Represalia.,18/04/1825,25/05/1825,Unidad dcumental compuesta,70 folios en pdf,,,,,"Testimonio del expediente de condena de la goleta presa española titulada Mostacilla (alias caballo blanco) por el corsario particular goleta Represalia presidido por el juez del segundo departamento de marina Felipe Estevez con asistencia del escribano interino del ramo.
Contiene en orden los siguientes documentos: oficio sobre la imposibilidad de llegar a la comandancia de marina por mal estado del buque presa, oficio sobre el estado exterior de la goleta Mostacilla, oficio sobre el estado exterior de la goleta Mostacilla, oficio y permiso sobre la descarga de la goleta Mostacilla, inventario de cargas, licencia de navegación, Patente de corso dada a Enrique Peñarol Van Balen,  Oficio del juez del segundo departamento de marina sobre que, debido al mal estado de la embarcación, se envien tres personas de la tripulación para el juicio en Puerto Cabello, Fielatos de menudencia encargados por la administración de rentas de La Habana a Manuel Bravo, declaración del cabo de presa, declaración de Juan Allier Hull y Francisco Perez tripulantes de la goleta Mostacilla, juicio y sentencia dados en Maracaibo, carta y respuesta al comandante particular de marina sobre apurar la venta de la goleta Mostacilla y su mercancía debido al penoso estado en que se encuentran, el mal tiempo y la necesidad de llenar las arcas públicas, anotación sobre el envio del tabaco a la pertinente renta, oficios del reconocimiento de mercancías apresadas, oficio de reconocimiento de la goleta Mostacilla, cartas y oficios acerca del llamando la atencion sobre la decision de enviar los efectos de tabaco a la pertinente renta de Felipe Casanova contestatario de la goleta Mostacilla al comandante particular de marina y juicio y sentencia dados en Puerto Cabello
El documento muestra el proceso de abordaje y apresamiento de un corsario, las rutas que seguía la goleta Mostacilla y las respuestas a adversidades administrativas y materiales de cara a los juicios.","Maracaibo, Venezuela
Puerto Cabello, Venezuela        ","Embarcaciones
Comercio
Relaciones exteriores, Corso","goleta Mostacilla
goleta Represalia",,Español,,Archivo General de la Nación de Colombia,Juan Diego Suarez Meza,ISAG (G),02/11/2022
agn_sr_gym_360_1_73,agn_sr_gym_360_1_73,,,"Correspondencia enviada al comandante general del departamento del Magdalena (con índice)",,,,,,,,,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 360, 1-73",AGN_SR_GYM_360_1_73,,application/pdf,,,,pdf,/objects/agn_sr_gym_360_1_73.pdf,,,agn_sr_gym_360_1_73,"CO. AGN. Sección República. Secretaría de Guerra y Marina, 360, 1-73","Correspondencia enviada al comandante general del departamento del Magdalena (con índice)",,,Unidad documental compuesta,87 folios en pdf,,,,,,,,,,Español,,Archivo General de la Nación de Colombia,Juan Diego Suarez Meza,ISAG (G),
